,Tissue,cell_ontology_class,age,dataset,cell_id,seurat_clusters
855_Forelimb_E10.5_15.0,forelimb,Early erythrocyte ,E10.5,Forelimb_E10.5_15.0,855_Forelimb_E10.5_15.0,14
856_Forelimb_E10.5_15.0,forelimb,Endothelial ,E10.5,Forelimb_E10.5_15.0,856_Forelimb_E10.5_15.0,12
857_Forelimb_E10.5_15.0,forelimb,Epithelial 1 ,E10.5,Forelimb_E10.5_15.0,857_Forelimb_E10.5_15.0,7
858_Forelimb_E10.5_15.0,forelimb,Mesenchymal 1 ,E10.5,Forelimb_E10.5_15.0,858_Forelimb_E10.5_15.0,2
859_Forelimb_E10.5_15.0,forelimb,Muscle 1 ,E10.5,Forelimb_E10.5_15.0,859_Forelimb_E10.5_15.0,2
860_Forelimb_E10.5_15.0,forelimb,Stressed mesenchymal ,E10.5,Forelimb_E10.5_15.0,860_Forelimb_E10.5_15.0,11
861_Forelimb_E10.5_15.0,forelimb,Early erythrocyte ,E11,Forelimb_E10.5_15.0,861_Forelimb_E10.5_15.0,14
862_Forelimb_E10.5_15.0,forelimb,Endothelial ,E11,Forelimb_E10.5_15.0,862_Forelimb_E10.5_15.0,12
863_Forelimb_E10.5_15.0,forelimb,Epithelial 1 ,E11,Forelimb_E10.5_15.0,863_Forelimb_E10.5_15.0,7
864_Forelimb_E10.5_15.0,forelimb,Macrophage ,E11,Forelimb_E10.5_15.0,864_Forelimb_E10.5_15.0,12
865_Forelimb_E10.5_15.0,forelimb,Mesenchymal 1 ,E11,Forelimb_E10.5_15.0,865_Forelimb_E10.5_15.0,2
866_Forelimb_E10.5_15.0,forelimb,Mesenchymal 2 ,E11,Forelimb_E10.5_15.0,866_Forelimb_E10.5_15.0,2
867_Forelimb_E10.5_15.0,forelimb,Muscle 1 ,E11,Forelimb_E10.5_15.0,867_Forelimb_E10.5_15.0,2
868_Forelimb_E10.5_15.0,forelimb,Chondrocyte ,E12,Forelimb_E10.5_15.0,868_Forelimb_E10.5_15.0,4
869_Forelimb_E10.5_15.0,forelimb,Early erythrocyte ,E12,Forelimb_E10.5_15.0,869_Forelimb_E10.5_15.0,14
870_Forelimb_E10.5_15.0,forelimb,Endothelial ,E12,Forelimb_E10.5_15.0,870_Forelimb_E10.5_15.0,12
871_Forelimb_E10.5_15.0,forelimb,Epithelial 1 ,E12,Forelimb_E10.5_15.0,871_Forelimb_E10.5_15.0,7
872_Forelimb_E10.5_15.0,forelimb,Mesenchymal 1 ,E12,Forelimb_E10.5_15.0,872_Forelimb_E10.5_15.0,4
873_Forelimb_E10.5_15.0,forelimb,Mesenchymal 2 ,E12,Forelimb_E10.5_15.0,873_Forelimb_E10.5_15.0,2
874_Forelimb_E10.5_15.0,forelimb,Muscle 1 ,E12,Forelimb_E10.5_15.0,874_Forelimb_E10.5_15.0,3
875_Forelimb_E10.5_15.0,forelimb,Muscle 2 ,E12,Forelimb_E10.5_15.0,875_Forelimb_E10.5_15.0,3
876_Forelimb_E10.5_15.0,forelimb,Muscle 3 ,E12,Forelimb_E10.5_15.0,876_Forelimb_E10.5_15.0,3
877_Forelimb_E10.5_15.0,forelimb,Perichondrial,E12,Forelimb_E10.5_15.0,877_Forelimb_E10.5_15.0,4
878_Forelimb_E10.5_15.0,forelimb,Chondrocyte ,E13,Forelimb_E10.5_15.0,878_Forelimb_E10.5_15.0,4
879_Forelimb_E10.5_15.0,forelimb,Col1a1+ muscle 4 ,E13,Forelimb_E10.5_15.0,879_Forelimb_E10.5_15.0,3
880_Forelimb_E10.5_15.0,forelimb,Early erythrocyte ,E13,Forelimb_E10.5_15.0,880_Forelimb_E10.5_15.0,14
881_Forelimb_E10.5_15.0,forelimb,Endothelial ,E13,Forelimb_E10.5_15.0,881_Forelimb_E10.5_15.0,12
882_Forelimb_E10.5_15.0,forelimb,Epithelial 1 ,E13,Forelimb_E10.5_15.0,882_Forelimb_E10.5_15.0,7
883_Forelimb_E10.5_15.0,forelimb,Epithelial 2 ,E13,Forelimb_E10.5_15.0,883_Forelimb_E10.5_15.0,7
884_Forelimb_E10.5_15.0,forelimb,Fibroblast ,E13,Forelimb_E10.5_15.0,884_Forelimb_E10.5_15.0,4
885_Forelimb_E10.5_15.0,forelimb,Ihh+ chondrocyte ,E13,Forelimb_E10.5_15.0,885_Forelimb_E10.5_15.0,4
886_Forelimb_E10.5_15.0,forelimb,Macrophage ,E13,Forelimb_E10.5_15.0,886_Forelimb_E10.5_15.0,12
887_Forelimb_E10.5_15.0,forelimb,Mesenchymal 1 ,E13,Forelimb_E10.5_15.0,887_Forelimb_E10.5_15.0,4
888_Forelimb_E10.5_15.0,forelimb,Mesenchymal 2 ,E13,Forelimb_E10.5_15.0,888_Forelimb_E10.5_15.0,4
889_Forelimb_E10.5_15.0,forelimb,Muscle 2 ,E13,Forelimb_E10.5_15.0,889_Forelimb_E10.5_15.0,10
890_Forelimb_E10.5_15.0,forelimb,Muscle 3 ,E13,Forelimb_E10.5_15.0,890_Forelimb_E10.5_15.0,3
891_Forelimb_E10.5_15.0,forelimb,Muscle 4 ,E13,Forelimb_E10.5_15.0,891_Forelimb_E10.5_15.0,3
892_Forelimb_E10.5_15.0,forelimb,Neural crest ,E13,Forelimb_E10.5_15.0,892_Forelimb_E10.5_15.0,10
893_Forelimb_E10.5_15.0,forelimb,Perichondrial,E13,Forelimb_E10.5_15.0,893_Forelimb_E10.5_15.0,4
894_Forelimb_E10.5_15.0,forelimb,Chondrocyte ,E13.5,Forelimb_E10.5_15.0,894_Forelimb_E10.5_15.0,4
895_Forelimb_E10.5_15.0,forelimb,Endothelial ,E13.5,Forelimb_E10.5_15.0,895_Forelimb_E10.5_15.0,12
896_Forelimb_E10.5_15.0,forelimb,Epithelial 1 ,E13.5,Forelimb_E10.5_15.0,896_Forelimb_E10.5_15.0,7
897_Forelimb_E10.5_15.0,forelimb,Epithelial 2 ,E13.5,Forelimb_E10.5_15.0,897_Forelimb_E10.5_15.0,7
898_Forelimb_E10.5_15.0,forelimb,Fibroblast ,E13.5,Forelimb_E10.5_15.0,898_Forelimb_E10.5_15.0,4
899_Forelimb_E10.5_15.0,forelimb,Foxp1+ perichondrial ,E13.5,Forelimb_E10.5_15.0,899_Forelimb_E10.5_15.0,4
900_Forelimb_E10.5_15.0,forelimb,Ihh+ chondrocyte ,E13.5,Forelimb_E10.5_15.0,900_Forelimb_E10.5_15.0,4
901_Forelimb_E10.5_15.0,forelimb,Macrophage ,E13.5,Forelimb_E10.5_15.0,901_Forelimb_E10.5_15.0,12
902_Forelimb_E10.5_15.0,forelimb,Mesenchymal 2 ,E13.5,Forelimb_E10.5_15.0,902_Forelimb_E10.5_15.0,4
903_Forelimb_E10.5_15.0,forelimb,Muscle 2 ,E13.5,Forelimb_E10.5_15.0,903_Forelimb_E10.5_15.0,10
904_Forelimb_E10.5_15.0,forelimb,Muscle 3 ,E13.5,Forelimb_E10.5_15.0,904_Forelimb_E10.5_15.0,3
905_Forelimb_E10.5_15.0,forelimb,Muscle 4 ,E13.5,Forelimb_E10.5_15.0,905_Forelimb_E10.5_15.0,3
906_Forelimb_E10.5_15.0,forelimb,Neural crest ,E13.5,Forelimb_E10.5_15.0,906_Forelimb_E10.5_15.0,10
907_Forelimb_E10.5_15.0,forelimb,Perichondrial,E13.5,Forelimb_E10.5_15.0,907_Forelimb_E10.5_15.0,4
908_Forelimb_E10.5_15.0,forelimb,Chondrocyte ,E14,Forelimb_E10.5_15.0,908_Forelimb_E10.5_15.0,4
909_Forelimb_E10.5_15.0,forelimb,Col1a1+ muscle 4 ,E14,Forelimb_E10.5_15.0,909_Forelimb_E10.5_15.0,4
910_Forelimb_E10.5_15.0,forelimb,Endothelial ,E14,Forelimb_E10.5_15.0,910_Forelimb_E10.5_15.0,12
911_Forelimb_E10.5_15.0,forelimb,Epithelial 1 ,E14,Forelimb_E10.5_15.0,911_Forelimb_E10.5_15.0,7
912_Forelimb_E10.5_15.0,forelimb,Epithelial 2 ,E14,Forelimb_E10.5_15.0,912_Forelimb_E10.5_15.0,7
913_Forelimb_E10.5_15.0,forelimb,Fibroblast ,E14,Forelimb_E10.5_15.0,913_Forelimb_E10.5_15.0,4
914_Forelimb_E10.5_15.0,forelimb,Foxp1+ perichondrial ,E14,Forelimb_E10.5_15.0,914_Forelimb_E10.5_15.0,4
915_Forelimb_E10.5_15.0,forelimb,Ihh+ chondrocyte ,E14,Forelimb_E10.5_15.0,915_Forelimb_E10.5_15.0,4
916_Forelimb_E10.5_15.0,forelimb,Late erythrocyte ,E14,Forelimb_E10.5_15.0,916_Forelimb_E10.5_15.0,4
917_Forelimb_E10.5_15.0,forelimb,Macrophage ,E14,Forelimb_E10.5_15.0,917_Forelimb_E10.5_15.0,12
918_Forelimb_E10.5_15.0,forelimb,Mesenchymal 2 ,E14,Forelimb_E10.5_15.0,918_Forelimb_E10.5_15.0,4
919_Forelimb_E10.5_15.0,forelimb,Muscle 2 ,E14,Forelimb_E10.5_15.0,919_Forelimb_E10.5_15.0,10
920_Forelimb_E10.5_15.0,forelimb,Muscle 3 ,E14,Forelimb_E10.5_15.0,920_Forelimb_E10.5_15.0,3
921_Forelimb_E10.5_15.0,forelimb,Muscle 4 ,E14,Forelimb_E10.5_15.0,921_Forelimb_E10.5_15.0,3
922_Forelimb_E10.5_15.0,forelimb,Neural crest ,E14,Forelimb_E10.5_15.0,922_Forelimb_E10.5_15.0,10
923_Forelimb_E10.5_15.0,forelimb,Perichondrial,E14,Forelimb_E10.5_15.0,923_Forelimb_E10.5_15.0,4
924_Forelimb_E10.5_15.0,forelimb,Tenocyte ,E14,Forelimb_E10.5_15.0,924_Forelimb_E10.5_15.0,4
925_Forelimb_E10.5_15.0,forelimb,Chondrocyte ,E15,Forelimb_E10.5_15.0,925_Forelimb_E10.5_15.0,4
926_Forelimb_E10.5_15.0,forelimb,Col1a1+ muscle 4 ,E15,Forelimb_E10.5_15.0,926_Forelimb_E10.5_15.0,4
927_Forelimb_E10.5_15.0,forelimb,EMP ,E15,Forelimb_E10.5_15.0,927_Forelimb_E10.5_15.0,12
928_Forelimb_E10.5_15.0,forelimb,Endothelial ,E15,Forelimb_E10.5_15.0,928_Forelimb_E10.5_15.0,12
929_Forelimb_E10.5_15.0,forelimb,Epithelial 1 ,E15,Forelimb_E10.5_15.0,929_Forelimb_E10.5_15.0,7
930_Forelimb_E10.5_15.0,forelimb,Epithelial 2 ,E15,Forelimb_E10.5_15.0,930_Forelimb_E10.5_15.0,7
931_Forelimb_E10.5_15.0,forelimb,Fibroblast ,E15,Forelimb_E10.5_15.0,931_Forelimb_E10.5_15.0,4
932_Forelimb_E10.5_15.0,forelimb,Foxp1+ perichondrial ,E15,Forelimb_E10.5_15.0,932_Forelimb_E10.5_15.0,4
933_Forelimb_E10.5_15.0,forelimb,Ihh+ chondrocyte ,E15,Forelimb_E10.5_15.0,933_Forelimb_E10.5_15.0,4
934_Forelimb_E10.5_15.0,forelimb,Late erythrocyte ,E15,Forelimb_E10.5_15.0,934_Forelimb_E10.5_15.0,4
935_Forelimb_E10.5_15.0,forelimb,Macrophage ,E15,Forelimb_E10.5_15.0,935_Forelimb_E10.5_15.0,12
936_Forelimb_E10.5_15.0,forelimb,Mesenchymal 2 ,E15,Forelimb_E10.5_15.0,936_Forelimb_E10.5_15.0,4
937_Forelimb_E10.5_15.0,forelimb,Muscle 2 ,E15,Forelimb_E10.5_15.0,937_Forelimb_E10.5_15.0,10
